#logM Phi
6.21547 0.000500448 
6.34870 0.000630460 
6.46712 0.000782095 
6.63489 0.00106408 
6.83728 0.00126101 
7.00017 0.00147138 
7.17301 0.00149525 
7.34591 0.00128331 
7.49418 0.000973968 
7.63265 0.000624262 
7.75630 0.000400093 
7.87015 0.000219905 
7.98399 0.000122739 
8.10286 5.52527e-05 
8.21183 2.60446e-05 
8.33564 1.17246e-05 
8.44961 4.81328e-06 
8.51897 2.90038e-06 
8.59326 1.77479e-06 
8.72703 6.64515e-07 
8.84585 3.33095e-07 
8.97960 1.30598e-07 
9.19254 3.38343e-08 
