#logM Phi
6.22129 0.00104033 
6.34628 0.00123704 
6.50603 0.00143988 
6.65883 0.00167590 
6.86719 0.00208160 
7.09647 0.00232166 
7.31188 0.00242706 
7.52734 0.00237837 
7.77069 0.00200459 
8.02107 0.00148465 
8.25758 0.00105309 
8.48025 0.000670608 
8.66819 0.000417849 
8.83531 0.000249342 
8.98167 0.000127935 
9.10715 6.85256e-05 
9.21172 4.08757e-05 
9.33027 2.14264e-05 
9.41407 1.12290e-05 
9.53267 5.39986e-06 
9.61649 2.76959e-06 
9.77026 6.82908e-07 
