# #ID1 ID2 z_infall, t_infall, delta_t_pair, delta_t_BK, delta_tpair_BK, mstar_primary, mstar_secondary, mvir_primary, mvir_secondary
1982196924 1983057271 3.758290 1.662507 1.925904 0.688277 1.237626 713811298.109588 419072572.985709 85077898035.788818 31194717705.029545
1981814020 1983069147 4.754564 1.251895 1.089275 0.790167 0.299108 1973829442.232097 361212586.809844 128807946943.722488 27566588650.751534
1981835310 1983077310 0.519720 8.466223 1.931622 3.092561 -1.160939 30045157230.594582 60811647206.007896 338834211028.915405 1290454869794.736572
1983018059 1983109843 2.645829 2.468587 4.743198 1.441582 3.301616 46204625057.988411 135316903701.658005 636688321954.478638 3163316368783.464355
1981828493 1983115343 4.134697 1.484127 0.586664 0.589582 -0.002917 613290159.547632 447578141.133737 60559456165.835770 23468933802.012535
1982783315 1983118161 1.793287 3.648257 0.793626 1.106731 -0.313105 22655503388.505161 18711796065.748695 297223334725.471558 172485437780.265045
1982074109 1983120580 3.758290 1.662507 1.475113 0.535241 0.939872 2446410660.579450 2011991293.306451 133342477556.271973 69504596665.474747
1982786957 1983130544 4.754564 1.251895 0.338408 0.684880 -0.346472 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982097852 1983134569 4.754564 1.251895 1.230146 0.448727 0.781419 5709075565.018230 2396606594.780773 258340934087.706512 115212138018.066849
1982605153 1983152777 4.977046 1.182899 0.389450 0.670146 -0.280695 227629018.899891 73334663.182252 33434701598.671032 8162243770.801935
1981890562 1983196539 4.977046 1.182899 1.458293 0.460515 0.997778 1309270885.343643 507334363.899989 112258953014.838791 44625079433.911018
1981824956 1983222900 2.786739 2.333960 1.312475 0.635013 0.677462 490339511.452350 361174499.744362 33904708039.803242 22876028846.361214
1982590570 1983231513 3.998791 1.544709 0.608219 0.462898 0.145321 3705831868.592499 1638563068.908042 129361547952.688477 74936352209.210007
1981922091 1983233441 0.860927 6.477108 1.356387 2.341260 -0.984873 7950353925.743592 3318963115.209164 150341998989.757751 71090883056.121994
1982201128 1983235984 2.999731 2.152213 3.438040 0.698615 2.739424 2978971586.601923 1676365431.971464 115796830873.019577 59839830848.319870
1982183898 1983293596 4.542117 1.324257 1.264327 1.003856 0.260471 396277753.410617 42013134.173001 39314132223.429054 6764251856.162703
1982183898 1983293599 4.542117 1.324257 1.188199 1.003856 0.184343 396277753.410617 42013134.173001 39314132223.429054 6764251856.162703
1982531240 1983335287 4.134697 1.484127 0.742866 0.495609 0.247257 93809590.360354 182730906.936475 13358353099.534781 27054498004.777847
1981819257 1983336153 3.998791 1.544709 0.737861 0.806824 -0.068963 363613691.505718 112376932.266246 44955244158.927422 12175013751.973679
1983134569 1983343879 4.754564 1.251895 1.195200 0.448727 0.746473 5709075565.018230 2396606594.780773 258340934087.706512 115212138018.066849
1982942235 1983387014 4.977046 1.182899 1.846942 0.274786 1.572156 133874339.148435 134149648.517040 25309051673.409195 21827784288.844707
1981850765 1983400641 3.410939 1.861082 1.100090 0.820062 0.280027 714369119.320252 332590351.469084 85384084008.651215 28827670407.059662
1981967581 1983407951 4.542117 1.324257 3.753911 0.647183 3.106728 324480846.117418 46983959.993252 34500344508.402458 10160119414.073612
1982646574 1983444080 2.999731 2.152213 0.539189 0.850651 -0.311463 5168649314.277574 4312045857.168348 67797799010.591705 184199848096.696167
1983333277 1983454841 3.944742 1.569951 0.878155 0.521686 0.356468 1528877683.844401 723944271.047801 122355309806.391327 60847157644.170166
1981818590 1983456539 4.134697 1.484127 1.798123 0.433051 1.365072 196502315.873468 136080875.765343 33725677395.030376 20307210770.718575
1981808887 1983464709 1.999866 3.288129 2.876601 2.331738 0.544862 34619191176.584412 8313501182.452874 1188493991920.850586 224185283062.433167
1981911535 1983469464 3.944742 1.569951 7.542253 0.521686 7.020566 1528877683.844401 723944271.047801 122355309806.391327 60847157644.170166
1983320851 1983479485 4.542117 1.324257 0.846825 1.052799 -0.205974 317757054.397255 37698257.682988 37435231110.438019 6094631629.325920
1982183898 1983487958 4.542117 1.324257 1.287514 1.003856 0.283658 396277753.410617 42013134.173001 39314132223.429054 6764251856.162703
1982315642 1983515868 4.977046 1.182899 1.988899 0.320412 1.668487 634760870.361213 838205612.915048 82032094335.658661 55320027464.842697
1983120580 1983546215 3.758290 1.662507 1.209449 0.535241 0.674208 2446410660.579450 2011991293.306451 133342477556.271973 69504596665.474747
1981908285 1983560766 4.754564 1.251895 2.108826 0.668645 1.440181 1391443156.431439 332698974.384461 157737727725.438812 41448095318.852249
1982741445 1983567544 3.758290 1.662507 5.008670 2.372546 2.636123 37863665829.339752 1965511476.228999 1122358794970.269775 95623016077.618454
1982612323 1983587724 4.754564 1.251895 0.555073 0.684880 -0.129807 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982663376 1983591970 2.131505 3.087872 2.470015 1.177442 1.292573 3229274295.803328 1206013161.312313 231531982823.597412 96112926673.766922
1981827261 1983592246 3.944742 1.569951 2.052843 0.739650 1.313192 125621683.903314 51971080.838444 20162805602.185120 6230734880.306499
1981810795 1983600074 4.754564 1.251895 0.446170 0.684880 -0.238710 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982404866 1983608960 1.185305 5.184688 3.107311 1.923833 1.183478 4790123879.163441 1047434592.218793 115922292658.503662 51478200517.063927
1982340633 1983630924 2.498656 2.623408 1.336534 0.795588 0.540946 1106945678.707016 517265350.607166 49731055808.159134 28496217966.059635
1982403296 1983654008 2.498656 2.623408 2.270798 1.630059 0.640739 1745517786.157353 460936239.653363 162886113211.095001 35814841321.493080
1982277680 1983685345 2.253427 2.919588 5.290433 1.057159 4.233275 1372550232.147757 996082610.670407 107655136573.107239 47931299509.305809
1982277680 1983700139 2.253427 2.919588 4.759054 1.057159 3.701896 1372550232.147757 996082610.670407 107655136573.107239 47931299509.305809
1981824925 1983730355 1.483436 4.323075 0.774429 0.969853 -0.195424 808138901.797296 5944495834.041321 69963663328.256378 73814690831.254532
1981988797 1983740872 2.786739 2.333960 2.514893 0.714140 1.800753 815014728.666663 714777410.483848 96226863172.037598 54344946829.934151
1982085690 1983761183 2.786739 2.333960 1.242691 0.804524 0.438167 1811888176.470215 603632828.727116 90496122783.793350 42958752103.100143
1982167067 1983828912 2.645829 2.468587 4.592521 0.930917 3.661604 6844285353.561032 1080138268.147355 187736544794.329468 78598825447.992950
1982433018 1983837148 4.977046 1.182899 3.641523 0.460515 3.181008 1309270885.343643 507334363.899989 112258953014.838791 44625079433.911018
1983258951 1983840608 2.978776 2.169042 1.351226 5.070070 -3.718843 10068053629.829418 1225144657.300566 293856553327.100281 68689950155.690979
1983250702 1983871948 4.542117 1.324257 1.676397 0.356771 1.319626 1704924985.316775 1505648093.876268 73181745321.325409 49772173296.965935
1982463619 1983875785 2.786739 2.333960 1.114899 0.706461 0.408438 639517500.920136 575982400.127864 41560420775.289047 72457271037.733688
1983022426 1983880105 4.134697 1.484127 1.205801 0.695992 0.509809 355418811.084833 80794220.124493 38873470484.038086 12072742193.343607
1982667662 1983895829 4.134697 1.484127 4.299650 0.997281 3.302369 25715683939.124413 4951998103.191280 755861494066.699585 150051501046.689117
1983558119 1983908659 3.758290 1.662507 1.021019 0.673424 0.347595 57913646.195572 31952141.530069 10424768159.692595 3936033809.041782
1981817577 1984013297 2.131505 3.087872 1.784618 1.604161 0.180458 8028045003.218307 5113602079.073936 425954778973.001892 117428361875.759720
1983469464 1984021993 2.978776 2.169042 5.288094 1.277978 4.010116 10068053629.829418 1225144657.300566 293856553327.100281 68689950155.690979
1981883459 1984093591 3.410939 1.861082 1.684690 0.801059 0.883631 492383847.267028 138931876.559359 55966795189.661049 19498776483.466717
1981912550 1984125061 3.618081 1.738235 4.509100 0.546646 3.962453 55528457.975735 17274386.458224 13849295298.524050 3873144266.925738
1981824308 1984273051 4.977046 1.182899 1.521571 0.524295 0.997276 181684182.480104 114553491.272156 33845340250.780968 11299384364.960035
1981959931 1984278037 4.754564 1.251895 0.360621 0.684880 -0.324259 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982497771 1984343810 4.335206 1.401668 1.357664 0.430120 0.927544 141844942.967298 54162134.816526 19449349095.924046 10855100365.273067
1981912550 1984369849 0.769587 6.933157 1.448881 2.464835 -1.015954 25199114894.365402 17702462405.033619 423409441691.889893 207111479344.197723
1981818590 1984408368 4.134697 1.484127 0.729736 0.433051 0.296685 196502315.873468 136080875.765343 33725677395.030376 20307210770.718575
1983065885 1984415836 1.223337 5.060158 4.797204 7.632039 -2.834835 168197125818.401794 21211887798.210243 5598931150755.833008 463323703887.083496
1981967581 1984453124 3.086330 2.084900 4.935657 0.882942 4.052715 1788256485.262614 553678628.813381 99385523100.643326 35464228209.073318
1983546530 1984497645 2.131505 3.087872 6.288017 1.678186 4.609832 3285625136.635890 904186509.010250 182064492267.456787 47412663147.286705
1982646574 1984521696 2.999731 2.152213 0.311737 0.850651 -0.538915 5168649314.277574 4312045857.168348 67797799010.591705 184199848096.696167
1981989332 1984554829 4.542117 1.324257 1.085904 0.694429 0.391475 105334043.368647 33130781.069805 21093301827.275131 6625551064.393456
1983282347 1984570163 3.944742 1.569951 1.802058 0.275166 1.526892 284426969.959066 243820185.360211 22672721258.192455 15042764946.861229
1982556212 1984575525 3.498869 1.807232 0.566884 0.688364 -0.121480 448496848.479017 321861183.572069 53082293148.317780 21820586946.118504
1981813141 1984612956 2.253427 2.919588 0.998066 1.560856 -0.562790 18207191301.296940 4241258233.980665 279818504944.823059 74302690219.211487
1981818590 1984613665 4.134697 1.484127 0.778046 0.433051 0.344995 196502315.873468 136080875.765343 33725677395.030376 20307210770.718575
1982786957 1984672097 4.754564 1.251895 0.466187 0.684880 -0.218693 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982495406 1984722543 2.999731 2.152213 1.192880 0.876354 0.316525 7192462275.420719 3600396862.458702 391596247860.233337 147380413136.836761
1982808210 1984742071 1.671233 3.892268 2.094640 2.221830 -0.127190 23589581003.251072 8637917932.417652 1326666578131.713135 327826565044.299072
1983880105 1984761550 4.134697 1.484127 0.957105 0.695992 0.261113 355418811.084833 80794220.124493 38873470484.038086 12072742193.343607
1981823936 1984767631 4.754564 1.251895 2.831186 0.397097 2.434089 125771524.859451 122343700.143222 22820989489.535477 12123572869.138672
1983297558 1984818784 2.253427 2.919588 2.172612 2.487871 -0.315259 59190129757.025551 20973974971.801548 1374852315318.696045 208593232185.946503
1982015567 1984867666 2.253427 2.919588 0.934103 0.984977 -0.050874 12589950407.157784 3183347344.257238 183348037359.958832 90173759115.402039
1983330836 1984929706 3.498869 1.807232 0.753230 0.596947 0.156283 10499600261.839264 4277221640.318603 360932171371.633484 181407107518.848663
1982363368 1984936635 4.754564 1.251895 1.571563 0.477246 1.094317 134204001.517809 75586159.231653 19391583920.614380 7939526873.811379
1984819524 1984937603 4.134697 1.484127 0.635684 0.589582 0.046103 613290159.547632 447578141.133737 60559456165.835770 23468933802.012535
1982448502 1984965954 4.542117 1.324257 3.417769 0.726133 2.691636 67625638.597924 15354517.708034 15906406497.465080 4045932332.816816
1982169350 1985140860 2.645829 2.468587 1.893948 0.751049 1.142898 5228913104.846798 5695029515.218596 147368276999.481689 83938579910.640518
1981977928 1985209752 1.671233 3.892268 3.287486 1.542666 1.744820 2277805414.964255 1006968639.760102 81543365333.300949 32405822233.864037
1982344026 1985341835 3.944742 1.569951 1.540950 0.348134 1.192816 134250474.237518 120550281.721232 25410753415.501232 27186063899.189163
1983029951 1985343440 1.588839 4.072332 2.374959 1.271567 1.103392 3604435756.905161 2157140217.456813 139908784206.194580 80532377935.632370
1981810355 1985401342 3.498869 1.807232 5.853786 0.596947 5.256839 10499600261.839264 4277221640.318603 360932171371.633484 181407107518.848663
1984408368 1985526052 4.134697 1.484127 0.634097 0.433051 0.201046 196502315.873468 136080875.765343 33725677395.030376 20307210770.718575
1981898886 1985596720 2.786739 2.333960 0.503196 3.557562 -3.054366 18146827258.065144 2171823569.109490 576643897688.423584 45997877931.484917
1982599482 1985674655 2.999731 2.152213 1.183325 0.876354 0.306970 7192462275.420719 3600396862.458702 391596247860.233337 147380413136.836761
1982217776 1985710300 3.944742 1.569951 3.481489 0.393497 3.087992 813193085.321634 404456128.364220 48797211237.199188 26452797784.632790
1983077310 1985744968 1.483436 4.323075 0.697545 1.336494 -0.638949 2458789843.846943 3931273703.132632 89559968040.878220 211728135306.412048
1982090828 1985766565 2.786739 2.333960 2.996283 0.757756 2.238527 334472447.168013 250359437.906810 44605925864.232063 23059219747.346851
1982732050 1985799121 3.086330 2.084900 2.880093 0.816138 2.063955 657364900.155149 132925233.545804 86495724926.750061 22150221377.248203
1984494825 1985823249 2.999731 2.152213 0.681881 0.876354 -0.194474 7192462275.420719 3600396862.458702 391596247860.233337 147380413136.836761
1982122606 1985954258 3.944742 1.569951 0.685761 0.521686 0.164074 1528877683.844401 723944271.047801 122355309806.391327 60847157644.170166
1982228230 1985962062 3.758290 1.662507 7.803337 0.545704 7.257633 96086323.256732 167644879.684262 31174333706.008621 15785534056.616032
1982024757 1985970204 2.171713 3.030655 1.730373 1.586347 0.144026 1387557528.798866 160478037.053377 79112820772.204163 21596775210.196278
1982100528 1986105851 1.588839 4.072332 3.227529 1.573852 1.653677 2268690958.546186 414112033.736395 125143605373.690140 51563698062.865273
1982096562 1986140152 4.542117 1.324257 0.643465 0.572934 0.070531 1918478437.370355 597875855.674020 177893389149.253540 61358968708.084579
1986028215 1986212569 3.410939 1.861082 2.731269 0.458202 2.273067 289041181.951991 361131482.013504 48197952769.350998 37960669323.892632
1981835310 1986215880 4.754564 1.251895 2.779994 0.428325 2.351670 43005467.700142 49957395.782913 11684384507.084425 5569192395.996032
1982849397 1986245627 4.754564 1.251895 0.663512 0.684880 -0.021368 3461791644.134972 2324626977.041954 242971946661.648956 126722844044.819733
1982024757 1986247540 2.171713 3.030655 4.236089 1.586347 2.649742 1387557528.798866 160478037.053377 79112820772.204163 21596775210.196278
1986028215 1986251077 3.410939 1.861082 3.831738 0.458202 3.373536 289041181.951991 361131482.013504 48197952769.350998 37960669323.892632
1981819257 1986745639 3.998791 1.544709 3.443921 0.806824 2.637097 363613691.505718 112376932.266246 44955244158.927422 12175013751.973679
1981809153 1986763124 1.140479 5.337826 3.437985 3.327622 0.110362 57514784481.012192 33166028493.240147 1543572390693.083008 349015534886.488281
1983294645 1986943473 0.838129 6.586492 3.514801 7.869002 -4.354202 209317973239.877319 59525275287.513481 7067657994089.402344 770555855799.208374
1983257092 1987083333 4.542117 1.324257 3.865248 0.698745 3.166503 707142281.697925 66024576.474024 54249677146.555298 14484613515.363264
1982369124 1987526707 0.860927 6.477108 2.516993 3.107950 -0.590957 2080783242.041642 624951400.560562 120018960372.947266 38554764297.815369
1981813597 1987585233 3.244675 1.970467 6.913508 1.088796 5.824712 622413199.969787 106157508.639021 56989414442.924652 14409005013.594742
1982391055 1987588269 3.498869 1.807232 3.016230 1.436828 1.579402 21994330644.298656 4253613749.646781 749307428813.941406 122276305468.579178
1982926710 1987777259 2.933608 2.206064 0.643248 1.165078 -0.521830 1752673497.567298 374177385.793298 110679285370.837357 29652439015.832489
1982321178 1987892612 4.754564 1.251895 0.966257 0.387721 0.578536 647455444.914702 1064901002.506121 78796045683.904800 143112388739.250671
1983333277 1988083882 3.944742 1.569951 0.839199 0.521686 0.317512 1528877683.844401 723944271.047801 122355309806.391327 60847157644.170166
1984302310 1989197874 2.978776 2.169042 5.311439 1.326649 3.984790 1478764215.429178 566368677.227992 146372068313.256775 32668951006.709133
1982125023 1989316955 1.140479 5.337826 1.435918 2.170862 -0.734945 21977299483.654869 14632089606.272341 683222719535.949707 267806593250.625336
1982820552 1990427350 3.498869 1.807232 1.593568 0.913659 0.679909 1222982824.844242 565011464.242619 124980685434.574142 35333288438.171082
1983870920 1990459288 0.703463 7.294967 3.090934 5.259656 -2.168723 19638053891.727737 2717478894.025634 369374130943.650024 72699172298.838715
1982404866 1991004231 1.185305 5.184688 2.687854 1.923833 0.764021 4790123879.163441 1047434592.218793 115922292658.503662 51478200517.063927
1982196661 1991231540 4.335206 1.401668 0.802072 0.528794 0.273279 3339055894.385054 1486381094.843401 320378111805.095398 133234225576.858856
1983987773 1991537300 1.896067 3.461462 3.730862 1.452537 2.278325 209899201.088603 50207514.460448 29122944171.559341 10646297637.051847
1986763124 1991550797 3.758290 1.662507 3.895505 0.874783 3.020722 390928744.754697 689810031.281337 77952097379.889801 34869808449.253197
1983233441 1991588012 2.933608 2.206064 5.161660 0.774905 4.386755 359243836.704797 166417718.780189 37526330817.103630 17317562890.262573
1991550797 1992268746 3.758290 1.662507 1.703250 0.595345 1.107905 390928744.754697 689810031.281337 77952097379.889801 34869808449.253197
1982714281 1993870164 3.086330 2.084900 3.867470 0.882942 2.984528 1788256485.262614 553678628.813381 99385523100.643326 35464228209.073318
1982085690 2000404434 2.786739 2.333960 1.455493 0.804524 0.650969 1811888176.470215 603632828.727116 90496122783.793350 42958752103.100143
1981819257 2001312518 2.131505 3.087872 2.598600 0.830738 1.767862 5168818835.055154 3309336725.104850 156385936147.179077 108187519124.016647
1984898302 2012162042 1.060634 5.628957 4.483737 3.026449 1.457288 2196219715.654902 853575959.602190 168263860553.575500 45982972488.829712
1981814020 2025751882 1.060634 5.628957 2.199694 3.497539 -1.297846 37441003163.627510 8533711879.479544 634147434725.202271 144735325898.814667
